"012720905344";"CommScope Cabos do Brasil Ltda.";"Antena Ponto-Área                                                               ";"DBXLH-6565B-T0M";"DBXLH-6565B-T0M";"05/10/2017";"23/06/2018"
"012720905344";"CommScope Cabos do Brasil Ltda.";"Antena Ponto-Área                                                               ";"DBXLH-6565C-T0M";"DBXLH-6565C-T0M";"05/10/2017";"23/06/2018"
"012730905142";"ABB LTDA.";"Multiplex SDH - Equipamento STM-1";"FOX505";"FOX505";"05/10/2017";""
"012731100900";"REDEX TELECOMUNICAÇÕES LTDA";"Bloco Terminal de Rede Externa - (BT-RE)                                        ";"BT-RE-RI-DG-CP-B-10-16-03-NPE-I BAST S/SEL";"";"05/10/2017";""
"012731100900";"REDEX TELECOMUNICAÇÕES LTDA";"Bloco Terminal de Rede Externa - (BT-RE)                                        ";"BT-RE-RI-DG-CP-B-10-16-03-NPE-I BAST C/SEL";"";"05/10/2017";""
"005400200639";"Alcatel Cabos Brasil S/A";"Cabo Telefônico";"CCE-APL-G";"CCE-APL-G";"05/10/2017";""
"012731100900";"REDEX TELECOMUNICAÇÕES LTDA";"Bloco Terminal de Rede Externa - (BT-RE)                                        ";"BT-RE-RI-DG-CP-B-10-16-03-NPE-I PAR C/SEL";"";"05/10/2017";""
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06513-XD";"UMWD-06513-XD";"05/10/2017";"11/03/2011"
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"3 OPzS 150";"3 OPzS 150";"05/10/2017";""
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06513-4D";"UMWD-06513-4D";"05/10/2017";"11/03/2011"
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"6 OPzS 300";"6 OPzS 300";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"5 OPzS 350";"5 OPzS 350";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"6 OPzS 420";"6 OPzS 420";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"7 OPzS 500";"7 OPzS 500";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"6 OPzS 600";"6 OPzS 600";"05/10/2017";""
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06513-6D";"UMWD-06513-6D";"05/10/2017";"11/03/2011"
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"8 OPzS 800";"8 OPzS 800";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"9 OPzS 900";"9 OPzS 900";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"10 OPzS 1000";"10 OPzS 1000";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"12 OPzS 1200";"12 OPzS 1200";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"12 OPzS 1500";"12 OPzS 1500";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"14 OPzS 1750";"14 OPzS 1750";"05/10/2017";""
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06516-2D";"UMWD-06516-2D";"05/10/2017";"11/03/2011"
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"16 OPzS 2000";"16 OPzS 2000";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"18 OPzS 2250";"18 OPzS 2250";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"20 OPzS 2500";"20 OPzS 2500";"05/10/2017";""
"012731207941";"FIAMM SpA.";"Acumulador de Energia Chumbo-Ácido";"5 OPzS 250";"5 OPzS 250";"05/10/2017";""
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06516-6D";"UMWD-06516-6D";"05/10/2017";"11/03/2011"
"012731307694";"Meraki, Inc.";"Equipamento de Rede de Dados";"MS42";"MS42";"05/10/2017";""
"012731307694";"Meraki, Inc.";"Equipamento de Rede de Dados";"MS42P";"MS42P";"05/10/2017";""
"012731307694";"Meraki, Inc.";"Equipamento de Rede de Dados";"MS22";"MS22";"05/10/2017";""
"012731307694";"Meraki, Inc.";"Equipamento de Rede de Dados";"MS22P";"MS22P";"05/10/2017";""
"012731502409";"Tusimon Eletronica Industrial Ltda - EPP";"Equipamento de Radiocomunicação de Radiação Restrita";"DFEWF";"DFEWF";"05/10/2017";"31/03/2017"
"012731603354";"Braview Ind. de Prod. Eletrônicos do Brasil Ltda";"Transceptor de Radiação Restrita                                                ";"BP-01";"BP-01";"05/10/2017";"11/04/2018"
"012740300871";"Hughes Network Systems";"Modem para Estação Terrena";"DW6000";"DW6000";"05/10/2017";"16/10/2005"
"012740300871";"Hughes Network Systems";"Modem para Estação Terrena";"DW6020";"DW6020";"05/10/2017";"16/10/2005"
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06517-2D";"UMWD-06517-2D";"05/10/2017";"11/03/2011"
"012740601705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"VHLP4-7W";"VHLP4-7W";"05/10/2017";"14/08/2012"
"012740601705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"VHLP6-7W";"VHLP6-7W";"05/10/2017";"14/08/2012"
"012740601705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"VHLP2.5-7W";"VHLP2.5-7W";"05/10/2017";"14/08/2012"
"012740601705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"VHLP2-7W";"VHLP2-7W";"05/10/2017";"14/08/2012"
"012740804605";"Shenzhen Vapel Power Supply Technology Co., Ltd. ";"Unidade Retificadora";"EPW30-48A";"EPW30-48A";"05/10/2017";""
"012740905344";"CommScope Cabos do Brasil Ltda.";"Antena Direcional                                                               ";"HBX-9014DS-VTM";"";"05/10/2017";"05/06/2019"
"012740905344";"CommScope Cabos do Brasil Ltda.";"Antena Direcional                                                               ";"HBX-9016DS-VTM";"";"05/10/2017";"05/06/2019"
"012740905344";"CommScope Cabos do Brasil Ltda.";"Antena Direcional                                                               ";"HBX-9016DS-TOM";"";"05/10/2017";"05/06/2019"
"012740905344";"CommScope Cabos do Brasil Ltda.";"Antena Direcional                                                               ";"HBX-9014DS-T2M";"";"05/10/2017";"05/06/2019"
"012740905344";"CommScope Cabos do Brasil Ltda.";"Antena Direcional                                                               ";"HBX-9016DS-T2M";"";"05/10/2017";"05/06/2019"
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06519-0D";"UMWD-06519-0D";"05/10/2017";"11/03/2011"
"005400301705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"UMWD-06519-2D";"UMWD-06519-2D";"05/10/2017";"11/03/2011"
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE36";"";"05/10/2017";""
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE45";"";"05/10/2017";""
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE65";"";"05/10/2017";""
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE105";"";"05/10/2017";""
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE150";"";"05/10/2017";""
"005400502347";"Suzhou Logitech Electronics Co, LTD";"Sistema de Telecomando";"Y-RQ53 (967420-0403) (967419-0403)";"Y-RQ53 (967420-0403) (967419-0403)";"05/10/2017";"15/04/2007"
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE220";"";"05/10/2017";""
"012780603389";"INDUSTRIAS TUDOR M.G. DE BATERIAS LTDA.";"Acumulador Chumbo-Ácido ventilado p/ Aplicações Específas";"12TE86";"";"05/10/2017";""
"005400603159";"MEGA CABOS INDUSTRIA E COMERCIO DE CABOS ESPECIAIS";"Cabo Telefônico - Uso Interno                                                   ";"CCI – CM";"CCI – CM";"05/10/2017";"23/02/2007"
"005400802337";"Superior Tecnologia em Radiodifusão Ltda";"Transmissor para Serviço Auxiliar de Radiodifusão TV";"TMM 7GO";"TMM 7GO";"05/10/2017";"13/03/2018"
"012780800953";"Samsung Electronics Co Ltd.";"Telefone Móvel Celular";"SGH-B130L";"SGH-B130L";"05/10/2017";"17/06/2009"
"012780903177";"TP-LINK Technologies Co., Ltd.";"Equipamento de Rede de Dados";"TL-SF1008D";"TL-SF1008D";"05/10/2017";""
"012781106851";"Schneider Electric Industries SAS";"Transceptor de Radiação Restrita                                                ";"TCSNWA241";"TCSNWA241";"05/10/2017";"30/03/2013"
"012781106851";"Schneider Electric Industries SAS";"Transceptor de Radiação Restrita                                                ";"TCSNWA271";"TCSNWA271";"05/10/2017";"30/03/2013"
"012781205271";"Shenzhen Tenda Technology Co., Ltd";"Equipamento de Rede de Dados";"S5";"S5";"05/10/2017";""
"005401000444";"Miteq Inc.";"Amplificador de Potência RF";"RL1-095215";"RL1-095215";"05/10/2017";"25/01/2013"
"012781305986";"Dongguan Maisto Industries Limited";"Equipamento de Radiocomunicação de Radiação Restrita";"361201302-01 - (27MHz)";"361201302-01 - (27MHz)";"05/10/2017";"13/05/2015"
"005401300330";"Motorola Mobility LLC";"Bateria de Lítio                                                                ";"SNN5830A";"SNN5830A";"05/10/2017";"26/02/2014"
"012781503089";"Shantou Chenghai KeYe Toys Factory";"Equipamento de Radiocomunicação de Radiação Restrita";"YY-9T6 (27MHz)";"YY-9T6 (27MHz)";"05/10/2017";"29/04/2017"
"005401300330";"Motorola Mobility LLC";"Bateria de Lítio                                                                ";"SNN5804B";"SNN5804B";"05/10/2017";"26/02/2014"
"012790502317";"SagemCom SAS";"Modem Digital XDSL";"SAGEM – F@ST™ 1200                                ";"SAGEM – F@ST™ 1200                                ";"05/10/2017";"11/11/2006"
"005401600450";"GE MDS, LLC";"Transceptor de Radiação Restrita                                                ";"GE MDS MCR";"GE MDS MCR";"05/10/2017";"10/02/2018"
"005410200639";"Alcatel Cabos Brasil S/A";"Cabo Telefônico - Uso Interno                                                   ";"CCI";"CCI";"05/10/2017";"05/08/2003"
"012790700256";"FURUKAWA ELECTRIC LATAM S.A.";"Cabo de Manobra                                                                 ";"UTP 5e Flexível (cabo de manobra)";"";"05/10/2017";"23/10/2017"
"012790800953";"Samsung Electronics Co Ltd.";"Telefone Móvel Celular";"SGH-B130";"SGH-B130";"05/10/2017";"01/07/2009"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - P";"IT 7890 - P";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - S";"IT 7890 - S";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - J";"IT 7890 - J";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - HB";"IT 7890 - HB";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - N";"IT 7890 - N";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - B";"IT 7890 - B";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - K";"IT 7890 - K";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - MULTI";"IT 7890 - MULTI";"05/10/2017";"16/06/2011"
"012790905399";"Infratron Equipamentos Eletrônicos Ind Com Ltda-me";"Equipamento de Radiocomunicação de Radiação Restrita";"IT 7890 - LEARN-CODE";"IT 7890 - LEARN-CODE";"05/10/2017";"16/06/2011"
"005410301937";"Rohde & Schwarz FTK GmbH";"Transmissor de Radiodifusão Sonora em FM";"SR605V1";"SR605V1";"05/10/2017";"27/03/2005"
"012791103257";"Huawei Technologies Co. Ltd";"Estação Terminal de Acesso";"E153";"E153";"05/10/2017";"20/05/2012"
"012800300514";"Marconi Communications S.p.A";"Multiplex SDH - Equipamento STM-64";"OMS3250";"OMS3250";"05/10/2017";""
"012800502439";"Zebra Technologies Corporation";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"RW 420 Mobile Printer";"RW 420 Mobile Printer";"05/10/2017";"03/11/2017"
"012800602383";"MaxStream";"Transceptor de Radiação Restrita                                                ";"XBEEPRO";"XBEEPRO";"05/10/2017";"30/08/2008"
"012800703782";"Edimax Latin America Inc. ";"Transceptor de Radiação Restrita                                                ";"EW-7128g";"EW-7128g";"05/10/2017";"18/07/2009"
"012800803303";"LG Electronics do Brasil Ltda";"Transceptor de Radiação Restrita                                                ";"W93-T";"W93-T";"05/10/2017";"29/07/2010"
"005410301937";"Rohde & Schwarz FTK GmbH";"Transmissor de Radiodifusão Sonora em FM";"NR620E1";"NR620E1";"05/10/2017";"27/03/2005"
"005410301937";"Rohde & Schwarz FTK GmbH";"Transmissor de Radiodifusão Sonora em FM";"NR620V1";"NR620V1";"05/10/2017";"27/03/2005"
"012800803303";"LG Electronics do Brasil Ltda";"Transceptor de Radiação Restrita                                                ";"W93-R";"W93-R";"05/10/2017";"29/07/2010"
"012800902010";"CONTINENTAL BRASIL INDUSTRIA AUTOMOTIVA LTDA";"Estação Terminal de Acesso";"YCMTS";"YCMTS";"05/10/2017";"25/06/2014"
"012801001693";"PST ELETRONICA LTDA.";"Gerador de Canal Secundário";"RE310";"RE310";"05/10/2017";"02/08/2016"
"012801101003";"LG Electronics do Brasil Ltda.";"Bateria de Lítio                                                                ";"LGIP-530A";"LGIP-530A";"05/10/2017";"14/06/2014"
"012801200853";"Thomson MultimIdia Ltda.";"Modem para TV a Cabo (Cable Modem)                                              ";"DWG874B";"DWG874B";"05/10/2017";"14/06/2015"
"012810300514";"Marconi Communications S.p.A";"Multiplex SDH - Equipamento STM-64";"MSH-64";"MSH-64";"05/10/2017";""
"005410502686";"Tellabs Operations Inc.";"Equipamento para Interconexão de Redes";"Tellabs 8820";"Tellabs 8820";"05/10/2017";""
"012810601946";"Audiocodes Ltd.";"Equipamento para Interconexão de Redes";"Mediant1000";"Mediant1000";"05/10/2017";""
"012810703078";"Targus Group International Inc.";"Equipamento de Radiocomunicação de Radiação Restrita";"EL282LA#ABM ";"EL282LA#ABM ";"05/10/2017";"18/07/2009"
"012810800953";"Samsung Electronics Co Ltd.";"Telefone Móvel Celular";"SGH-F275L";"SGH-F275L";"05/10/2017";"22/07/2010"
"012811104076";"Realtek Semiconductor Corp.";"Transceptor de Radiação Restrita                                                ";"RTL8188CE";"RTL8188CE";"05/10/2017";"03/03/2014"
"012811203111";"Multilaser Industrial S.A.";"Estação Terminal de Acesso";"Onix";"Onix";"05/10/2017";"15/06/2013"
"012811308838";"YSI Incorporated";"Transceptor de Radiação Restrita                                                ";"EXO HandHeld";"EXO HandHeld";"05/10/2017";"24/04/2015"
"012820300514";"Marconi Communications S.p.A";"Multiplex SDH - Equipamento STM-64";"MSH-63";"MSH-63";"05/10/2017";""
"005410603159";"MEGA CABOS INDUSTRIA E COMERCIO DE CABOS ESPECIAIS";"Fio Telefônico Interno                                                          ";"FI 60";"FI 60";"05/10/2017";"23/02/2007"
"005410701693";"PST ELETRONICA LTDA.";"Equipamento de Radiocomunicação de Radiação Restrita";"DP37";"DP37";"05/10/2017";"21/05/2011"
"012820502884";"Sinteck Sistemas Eletrônicos Ltda.";"Transmissor para Serviço Auxiliar de Radiodifusão Sonora";"Strider Link Series – 450MHz";"Strider Link Series – 450MHz";"05/10/2017";"26/11/2017"
"012820502884";"Sinteck Sistemas Eletrônicos Ltda.";"Transmissor para Serviço Auxiliar de Radiodifusão Sonora";"Strider RPU";"Strider RPU";"05/10/2017";"26/11/2017"
"005411005917";"EuroTel S.p.A.";"Transmissor de Radiodifusão Sonora em FM";"ETLFM20KS";"ETLFM20KS";"05/10/2017";"05/03/2016"
"012820703879";"Oki Data Americas, Inc.";"Equipamento de Fac-Símile";"B2540 MFP";"B2540 MFP";"05/10/2017";"18/07/2010"
"012820804608";"R.F.Tech  Co., Ltd.";"Carregador de Bateria para Telefone Celular                                     ";"TCH237ESB";"TCH237ESB";"05/10/2017";"31/07/2009"
"012820901993";"Apple Inc.";"Bateria de Lítio                                                                ";"616-0433 ";"616-0433 ";"05/10/2017";"22/07/2014"
"013111405309";"ABE – Advanced Broadcasting Electronics";"Transmissor de Televisão Digital Terrestre                                      ";"MTX D 1K5/U";"MTX D 1K5/U";"05/10/2017";"25/04/2018"
"013111405309";"ABE – Advanced Broadcasting Electronics";"Transmissor de Televisão Digital Terrestre                                      ";"MTX D 1K/U";"MTX D 1K/U";"05/10/2017";"25/04/2018"
"005411005917";"EuroTel S.p.A.";"Transmissor de Radiodifusão Sonora em FM";"ETLFM2,5KS";"ETLFM2,5KS";"05/10/2017";"05/03/2016"
"013111405309";"ABE – Advanced Broadcasting Electronics";"Transmissor de Televisão Digital Terrestre                                      ";"MTX D 50/U";"MTX D 50/U";"05/10/2017";"25/04/2018"
"013111405309";"ABE – Advanced Broadcasting Electronics";"Transmissor de Televisão Digital Terrestre                                      ";"MTX D 25/U";"MTX D 25/U";"05/10/2017";"25/04/2018"
"027651006545";"Jow Tong Technology CO., LTD.";"Transceptor de Radiação Restrita                                                ";"UD-02b";"UD-02b";"05/10/2017";"20/10/2012"
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210307 Alteon 6420 XL – 80G";"19210307 Alteon 6420 XL – 80G";"05/10/2017";""
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210306 Alteon 6420 XL – 60G";"19210306 Alteon 6420 XL – 60G";"05/10/2017";""
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210305 Alteon 6420 XL – 40G";"19210305 Alteon 6420 XL – 40G";"05/10/2017";""
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210308 Alteon 6420 XL – 20G";"19210308 Alteon 6420 XL – 20G";"05/10/2017";""
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210303 Alteon 6420 – 80G";"19210303 Alteon 6420 – 80G";"05/10/2017";""
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Lapperre ICS 9010";"Lapperre ICS 9010";"05/10/2017";"23/10/2018"
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210301 Alteon 6420 – 40G";"19210301 Alteon 6420 – 40G";"05/10/2017";""
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Lapperre ICS 7010";"Lapperre ICS 7010";"05/10/2017";"23/10/2018"
"013221308508";"Radware Ltd.";"Equipamento de Rede de Dados";"19210300 Alteon 6420 – 20G";"19210300 Alteon 6420 – 20G";"05/10/2017";""
"013221509877";"Shenzhen Skyworth Wireless Technology Co., Ltd";"Estação Terminal de Acesso";"GT-7327";"GT-7327";"05/10/2017";"22/04/2016"
"013230300273";"Digital Security Controls Ltd";"Alarme para Linha Telefônica";"PC585";"PC585";"05/10/2017";"27/08/2017"
"013230502907";"Guadong Nortel Telecommunications Equipement Co. ";"Transceptor para Estação Rádio Base";"BTS 1030";"BTS 1030";"05/10/2017";"09/11/2007"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Lapperre ICS 9011";"Lapperre ICS 9011";"05/10/2017";"23/10/2018"
"013230903257";"Huawei Technologies Co. Ltd";"Equipamento de Rede de Dados";"Quidway S5328C-EI-24S";"Quidway S5328C-EI-24S";"05/10/2017";""
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Lapperre ICS 7011";"Lapperre ICS 7011";"05/10/2017";"23/10/2018"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Lapperre ICS 5011";"Lapperre ICS 5011";"05/10/2017";"23/10/2018"
"013231106627";"Avionica, Inc.";"Transceptor de Radiação Restrita                                                ";"SecureLink";"SecureLink";"05/10/2017";"10/03/2013"
"013231204637";"Gertec Brasil LTDA";"Transceptor de Radiação Restrita                                                ";"Busca Preço WIFI";"Busca Preço WIFI";"05/10/2017";"18/05/2016"
"013231300330";"Motorola Mobility LLC";"Telefone Móvel Celular";"XT1058";"XT1058";"05/10/2017";"19/06/2015"
"013231403330";"GARMIN INTERNATIONAL INC.";"Transceptor de Radiação Restrita                                                ";"nüvi 2559";"nüvi 2559";"05/10/2017";"03/06/2016"
"013231505669";"mophie LLC";"Acessório p/ Telefone Móvel Celular do tipo Bateria Auxiliar                    ";"mophie juice pack air";"mophie juice pack air";"05/10/2017";"25/05/2016"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Naida Q70-SP";"Naida Q70-SP";"05/10/2017";"23/10/2018"
"013240300324";"RFS BRASIL TELECOMUNICACOES LTDA.";"Cabo Coaxial";"LCF 158-50 J A";"LCF 158-50 J A";"05/10/2017";""
"013240502079";"Xicom Technology Inc.";"Amplificador de Potência RF";"XTRS-50C";"XTRS-50C";"05/10/2017";"25/10/2007"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Naida Q50-SP";"Naida Q50-SP";"05/10/2017";"23/10/2018"
"013241309036";"ECIL INFORMATICA INDUSTRIA E COMERCIO LTDA";"Estação Terminal de Acesso";"RT-5022";"RT-5022";"05/10/2017";"21/05/2015"
"013241403330";"GARMIN INTERNATIONAL INC.";"Transceptor de Radiação Restrita                                                ";"Fenix 2";"Fenix 2";"05/10/2017";"05/06/2046"
"013241505669";"mophie LLC";"Acessório p/ Telefone Móvel Celular do tipo Bateria Auxiliar                    ";"mophie juice pack plus";"mophie juice pack plus";"05/10/2017";"25/05/2016"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"Naida Q90-UP";"Naida Q90-UP";"05/10/2017";"23/10/2018"
"013250300324";"RFS BRASIL TELECOMUNICACOES LTDA.";"Cabo Coaxial";"LCF 78-50 J A";"LCF 78-50 J A";"05/10/2017";""
"013250502079";"Xicom Technology Inc.";"Amplificador de Potência RF";"XTS-100C";"XTS-100C";"05/10/2017";"07/11/2007"
"013250601547";"Microsoft Mobile Oy";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"HS-57W / BH-700";"HS-57W / BH-700";"05/10/2017";"03/08/2008"
"013250701998";"Itautec S.A. - Grupo Itautec";"Modem Analógico";"ML3054";"ML3054";"05/10/2017";"08/08/2013"
"013250803190";"Avaya Inc.";"Transceptor de Radiação Restrita                                                ";"3616";"3616";"05/10/2017";"13/02/2011"
"013250900256";"FURUKAWA ELECTRIC LATAM S.A.";"Cabo de Fibras Ópticas";"CFOA-SM-DDG-144F-RC";"CFOA-SM-DDG-144F-RC";"05/10/2017";""
"013251101954";"Tellabs OY.";"Equipamento para Interconexão de Redes";"Tellabs  8607";"Tellabs  8607";"05/10/2017";""
"013251203108";"Draytek Corp.";"Multiplex de Acesso DSL - DSLAM";"VigorAccess-A24M-1-SCLX-A-2-AC";"VigorAccess-A24M-1-SCLX-A-2-AC";"05/10/2017";""
"013251203108";"Draytek Corp.";"Multiplex de Acesso DSL - DSLAM";"VigorAccess-A24S-2-FE-A-2-AC";"VigorAccess-A24S-2-FE-A-2-AC";"05/10/2017";""
"013251203108";"Draytek Corp.";"Multiplex de Acesso DSL - DSLAM";"VigorAccess-A24S-1-GE-A-2-AC";"VigorAccess-A24S-1-GE-A-2-AC";"05/10/2017";""
"013251306146";"SAMSUNG SDI Co., Ltd.";"Bateria de Lítio                                                                ";"B700BE";"B700BE";"05/10/2017";"27/05/2015"
"013251400953";"Samsung Electronics Co Ltd.";"Telefone Móvel Celular";"SM-G110B (Galaxy Pocket 2)";"SM-G110B (Galaxy Pocket 2)";"05/10/2017";"19/05/2017"
"013251400953";"Samsung Electronics Co Ltd.";"Telefone Móvel Celular";"SM-G110B/DS (Galaxy Pocket 2)";"SM-G110B/DS (Galaxy Pocket 2)";"05/10/2017";"19/05/2017"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"SKY Q90-SP";"SKY Q90-SP";"05/10/2017";"23/10/2018"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"SKY Q70-SP";"SKY Q70-SP";"05/10/2017";"23/10/2018"
"013251505669";"mophie LLC";"Acessório p/ Telefone Móvel Celular do tipo Bateria Auxiliar                    ";"mophie juice pack";"mophie juice pack";"05/10/2017";"25/05/2016"
"013260300273";"Digital Security Controls Ltd";"Alarme para Linha Telefônica";"PC1565";"PC1565";"05/10/2017";"27/08/2008"
"013260502079";"Xicom Technology Inc.";"Amplificador de Potência RF para Estação Terrena                                ";"XTS-200C";"XTS-200C";"05/10/2017";"25/10/2011"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"SKY Q90-UP";"SKY Q90-UP";"05/10/2017";"23/10/2018"
"013260601569";"Microsoft Corporation";"Equipamento de Radiocomunicação de Radiação Restrita";"1067";"1067";"05/10/2017";"21/08/2012"
"013260703993";"STM Norway AS";"Transceptor para Estação Terrena (não SMM)";"Satlink 4033";"Satlink 4033";"05/10/2017";"09/08/2009"
"028231203438";"Phonak AG";"Equipamento de Radiocomunicação de Radiação Restrita";"SKY Q70-UP";"SKY Q70-UP";"05/10/2017";"23/10/2018"
"013260804319";"Nokia Siemens Networks SpA";"Transceptor Digital                                                             ";"SRA L XD 15GHz ND2";"SRA L XD 15GHz ND2";"05/10/2017";"27/08/2010"
"013260901859";"Canon Zhuhai Inc";"Equipamento de Fac-Símile";"imageRUNNER 1025iF";"imageRUNNER 1025iF";"05/10/2017";"25/05/2018"
"013261001801";"EnerSys Inc.";"Acumulador de Energia Chumbo-Ácido Estacionário (VRLA)";"2DDm50-09";"2DDm50-09";"05/10/2017";""
"013261001801";"EnerSys Inc.";"Acumulador de Energia Chumbo-Ácido Estacionário (VRLA)";"2DDm50-13";"2DDm50-13";"05/10/2017";""
"013261001801";"EnerSys Inc.";"Acumulador de Energia Chumbo-Ácido Estacionário (VRLA)";"DDm50-17";"DDm50-17";"05/10/2017";""
"013261001801";"EnerSys Inc.";"Acumulador de Energia Chumbo-Ácido Estacionário (VRLA)";"2DDm85-13";"2DDm85-13";"05/10/2017";""
"013261001801";"EnerSys Inc.";"Acumulador de Energia Chumbo-Ácido Estacionário (VRLA)";"2DDm85-15";"2DDm85-15";"05/10/2017";""
